text,aspect1,aspect2,aspect3,aspect4,aspect5
gia_đình nghỉ_lễ ana mandara huế beach resort spa thích phòng ở_đây đẹp rộng_rãi thoáng_mát,0,1,0,0,0
hơi tiếc phục_vụ không_chuyên_nghiệp lắm ví_dụ đặt ăn tối buffet buổi_trưa hỏi giá_cả em_bé 6 ăn tính_tiền như_thế_nào nhân_viên nói_là em_bé tính_tiền,-1,0,-1,-1,0
buôi tối minh ăn thức_ăn hơi ít nguội chấp_nhận tính_tiền nhầm bill phòng xấu số_tiền thắc_mắc giải_thích 5 tiên em_bé minh hỏi_lại tại_sao trưa giờ tính_tiền,-1,-1,-1,-1,0
cách_nói nhân_viên xách đồ hơi tự_nhiên nói_chuyện không_có chủ_ngữ vị_ngữ,-1,0,0,0,0
nhân_viên phục_vụ hơi chậm khách đông lắm nhân_viên bao_quát đứng cạnh_nhau nói_chuyện nhỏ làm_khách cảm_thấy hơi khó_chịu,-1,0,0,0,0
thức_ăn tệ chậm ăn pizza khoai_tây chiên nguội,0,0,-1,0,0
phòng thích phòng đẹp to 9/10 phòng,0,1,0,0,0
còn_lại dịch_vụ cảnh_quan đẹp tốt,1,0,0,1,0
dịch_vụ ăn_uống giảm_giá thu_hút khách hiện_tại giá,0,0,0,1,0
ana mandara huế resort spa qui_mô vừa_phải phòng rộng sạch_sẽ,0,1,0,0,0
đồ_đạc cũ bảo_trì tốt,0,0,0,0,1
vịtrí ana mandara huế resort spa đẹp phòng_ốc rộng thoáng,0,1,0,1,0
bài_trí khách_sạn kiểu_cổ điện trang_thiết_bị hiện_đại,0,0,0,0,1
nhà_hàng món_ăn tốt ít món món đặc_trưng,0,0,1,0,0
dịch_vụ buồng phòng tại_đây vô_cùng tốt,1,0,0,0,0
phòng nghỉ thoáng rộng đẹp,0,1,0,0,0
ăn_sáng phong_phú ngon hợp khách nước_ngoài,0,0,1,0,0
dịch_vụ còn_lại tốt,1,0,0,0,0
phòng đẹp nội_thất phòng sang_trọng tạo cảm_giác thư_thái,0,1,0,0,1
ăn_sáng thật ngon món_ăn đa_dạng thoải_mái lựa_chọn,0,0,1,0,0
xin gửi cảm_ơn chudu24 đặc_biệt phương_uyên book phòng phù_hợp điều_kiện gia_đình giá ok,1,1,0,1,0
khách_sạn phục_vụ tốt ăn_sáng ngon hơi ít món bể_bơi hơi bé dịch_vụ kèm_theo tốt,1,0,1,0,0
phòng_khách_sạn đẹp sạch_sẽ ăn_sáng ngon có_nhiều món nhân_viên nhiệt_tình thân_thiện cảm_ơn chudu24 toàn_thể nhân_viên khách_sạn,1,1,1,0,0
phòng khách_sạn tốt hài_lòng,0,1,0,0,0
tiện_nghi tốt cảnh_quan đẹp_đẽ xanh mát,0,0,0,1,1
nhân_viên thân_thiện,1,0,0,0,0
chất_lượng nhà_hàng resort đạt_yêu_cầu,0,1,0,0,0
đồ_ăn_sáng phong_phú ngon,0,0,1,0,0
nhà_hàng buổi_tối thực_đơn nghèo_nàn ngon,0,0,-1,0,0
khuôn_viên đẹp phòng sạch_sẽ hiện_đại ăn_uống ngon,0,1,1,1,0
ngoại_trừ bữa_tối ana không_được ngon lắm phục_vụ hơi chậm,-1,0,-1,0,0
ăn_sáng tốt món_ăn đơn_điệu ngon,0,0,1,0,0
phòng tốt phong_cảnh phục_vụ tương_đối tốt,1,1,0,0,0
đánh_giá thái_độ phục_vụ nhân_viên nhiệt_tình niềm_nở chu_đáo vote 5 điểm phục_vụ,1,0,0,0,0
phòng_ốc quang_cảnh đẹp hòa_hơi nóng ga,0,1,0,1,1
chất_lượng tốt nhân_viên nhiệt_tình,1,0,0,0,0
điều_hòa chảy_nước gia_đình chuyển phòng khả_quan sang phòng điều_hòa lạnh,0,1,0,0,-1
đồ_ăn khách_sạn phong_phú giá_cả đắt,0,0,1,-1,0
phục_vụ ở_đây cực ngoan khách,1,0,0,0,0
phòng_ốc rộng_rãi thích ana mandara đà_lạt,0,1,0,0,0
gia_đình kỳ_nghỉ tuyệt_vời ana mandara huế dịch_vụ khách_sạn tốt phòng đẹp sạch_sẽ nhân_viên phục_vụ nhiệt_tình lịch_sự,1,1,0,0,0
phục_vụ tốt không_khí lành yên_tĩnh bãi_biển bảo_vệ,1,0,0,1,0
ăn_sáng ổn lắm đầu_bếp thay_đổi thực_đơn cải_tiến phục_vụ nhiệt_tình,1,0,1,0,0
phòng hơi muỗi cửa_lùa chống muỗi khách mở cửa đón nắng phòng mà_không muỗi,0,-1,0,0,0
resort đẹp cây_xanh xanh_tươi hồ bơi rộng phòng đẹp,0,1,0,1,0
phục_vụ tốt vấn_đề làm_khách vừa_lòng dịch_vụ y_tế kém khách bệnh thông_thường hỗ_trợ khách_sạn đau_đầu đau_bụng cung_cấp dầu_xoa thuốc đau_bụng thông_thường thiết_bị hiện_đại,1,0,0,0,1
nhân_viên lễ_tân nhà_hàng phục_vụ vui_vẻ chu_đáo,1,0,0,0,0
khách_sạn mở 2 máy_lạnh chảy_nước trần_nhà tường chỗ hoen_ố,0,0,0,0,-1
nhân_viên tiếp_đón nhiệt_tình,1,0,0,0,0
phòng đẹp sạch_sẽ,0,1,0,0,0
nhân_viên dọn thường_xuyên,1,0,0,0,0
cảnh_quan resort đẹp bãi_biển không_gì bàn đặc_biệt_khu resort khu_vực tàu thuyền đánh_cá hải_sản tươi ngon phòng hiện_đại,0,1,1,0,0
phục_vụ ana mandara huế xứng_đáng 5,1,0,0,0,0
phòng đẹp,0,1,0,0,0
nhân_viên sốt_sắng phục_vụ luôn_luôn tươi_cười nhất_là nhân_viên restaurant,1,0,0,0,0
resort view phòng đẹp,0,1,0,0,0
nhân_viên thân_thiện nhẹ_nhàng chất huế,1,0,0,0,0
phòng view đẹp,0,1,0,0,0
nhân_viên thân_thiện dịch_vụ khách_hàng tốt,1,0,0,0,0
nhân_viên lịch_sự du_khách,1,0,0,0,0
thức_ăn nhà_hàng phong_phú nhất_là đặc_sản huế buffet ngon món,0,0,1,0,0
 trung_tâm thành_phố khách_sạn đẹp trang_trí tốt,0,1,0,1,0
đồ_ăn khách_sạn giá hơi cao thay_đổi 1 chút giá_cả ok 171k 1 dĩa bánh_bèo 8 mắc,0,0,0,-1,0
dầu gội hũ lâu_ngày vón cục chất_lượng tốt,0,0,0,0,-1
bữa_ăn_sáng ok nhân_viên phục_vụ nhiệt_tình dễ_thương,1,0,1,0,0
khách_sạn đón_tiếp chu_đáo nhân_viên ân_cần lịch_sự,1,0,0,0,0
nhân_viên phục_vụ nhiệt_tình,1,0,0,0,0
chỉ_tiếc wifi khó,0,0,0,0,-1
phòng_tắm thoát_nước chậm,0,-1,0,0,-1
khách_sạn đẹp nhân_viên phục_vụ nhiệt_tình bãi_biển nằm 2 làng chài rác,1,1,0,0,0
khắc_phục khách_sạn thực_sự hoàn_hảo,1,0,0,0,0
dịch_vụ phòng tốt,1,0,0,0,0
thức_ăn phong_phú,0,0,1,0,0
nhân_viên chu_đáo tinh_tế chuẩn_bị chocolate hoa phòng vợ_chồng đẹp,1,1,0,0,0
trang_thiết_bị sang_trọng hiện_đại,0,0,0,0,1
bếp_trưởng nhà_hàng nấu_ăn ngon phục_vụ chu_đáo,1,0,1,0,0
nhiệt_tình chu_đáo cải_thiện trình_độ ngoại_ngữ,1,0,0,0,0
phòng rộng trang_thiết_bị tiện_nghi hiện_đại độc_đáo,0,1,0,0,1
nhà_hàng nấu_ăn ngon thực_đơn phong_phú,0,0,1,0,0
nhân_viên ân_cần chu_đáo tinh_tế chào vợ_chồng tên vui,1,0,0,0,0
nhân_viên thân_thiện nhiệt_tình chu_đáo,1,0,0,0,0
nhân_viên cười tươi chào_đón khách bước_vào book phòng,1,0,0,0,0
phòng sang_trọng lộng_lẫy,0,1,0,0,0
khách_sạn đẹp nhân_viên ân_cần nhiệt_tình bữa_sáng ngon bữa_tối phòng ok,1,1,1,0,0
thời_điểm check in check out hài_lòng chất_lượng phục_vụ ana mandara,1,0,0,0,0
đội_ngũ nhân_viên thân_thiện niềm_nở khách_hàng,1,0,0,0,0
phòng deluxe rộng_rãi sang_trọng,0,1,0,0,0
nấu_ăn ngon bài_trí đẹp,0,0,1,0,0
khách_sạn 5 ấn_độ phòng_ốc đẹp hẳn..,0,1,0,0,0
nhân_viên chuyên_nghiệp lắm chân_thật nếu_được training kỹ khách_sạn nơi_nghỉ dưỡng lý_tưởng nhất_là honeymoon..,1,0,0,0,0
du_khách đến_nơi khách_sạn đông_vui phòng_ốc đẹp thức_ăn_ngon bãi_biển thơ_mộng,0,1,1,0,0
nhân_viên ở_đây chân_thật hiền_hòakh âu đón_tiếp nghi_thức gì_đó đồ_ăn ngon,1,0,1,0,0
view ana mandara đẹp đưa_vào hoạt_động thử dịch_vụ truyền_hình cáp tín_hiệu kém internet truy_cập,0,0,0,0,-1
bân cạnh_đó ana mandara huế đội_ngũ nhân_viên giỏi chu_đáo đầu_bếp nhà_hàng trình_độ tay_nghề thức_ăn chế_biến công_phu ngon_miệng,1,0,1,0,0
giá_cả hợp_lý,0,0,0,1,0
nhân_viên lễ_tân thiếu tế_nhị,-1,0,0,0,0
phòng mùi ẩm mốc không_đáng giá tiền cao,0,-1,0,-1,0
ana mandara villas dalat resort spa hơi xa trung_tâm thành_phố di_chuyển gọi taxi villa nằm vị_trí taxi đón khách khách đi_bộ lên_dốc mệt,0,0,0,-1,0
phòng_ốc sạch_sẽ tương_đối đẹp cá_tính,0,1,0,0,0
phòng_tắm bồn_tắm đẹp xà_phòng_tắm bồn bath foam,0,1,0,0,1
ana mandara villas dalat resort spa đẹp nhân_viên nhiệt_tình dễ_thương vị_tríkhông_xa trung_tâm mấy,1,1,0,1,0
chất_lượng ana mandara villas dalat resort spa phục_vụ tốt đồ_ăn ngon,1,0,1,0,0
phòng cảm_giác thoải_mái bày_trí nội_thất,0,1,0,0,1
bữa_sáng đơn_điệu xứng_với đẳng_cấp 5,0,0,-1,0,0
không_gian đẹp yên_tĩnh dịch_vụ tốt thân_thiện khám_phá,1,0,0,1,0
phòng nhân_viên thân_thiện đồ_ăn ít_món vị_trí ana mandara villas dalat resort spa xa trung_tâm hơi buồn,1,1,-1,-1,0
nhân_viên phục_vụ niềm_nở hơi chậm.,1,0,0,0,0
máy_sưởi công_suất thấp hỏng,0,0,0,0,-1
trang_thiết_bị phòng cũ,0,0,0,0,-1
nhân_viên khách_sạn nhiệt_tình đồ_ăn nấu ngon đồ_ăn thực_đơn hơi kém cảnh_quan khách_sạn đẹp buồn trời hay_mưa,1,0,1,1,0
đồ_dùng ana mandara villas dalat resort spa xuống_cấp công_tắc đèn hư tivi mở không_được wifi sử_dụng sàn_gỗ di_chuyển kêu điện_thoại phòng sử_dụng,0,0,0,0,-1
phục_vụ tốt,1,0,0,0,0
ana mandara villas dalat resort spa cửa_không an_toàn nhà_hàng đầy ruồi nhân_viên phục_vụ tốt trang_bị phòng cỡ 3,1,1,0,0,-1
nhân_viên thân_thiện thức_ăn_ngon phòng_ốc sạch_sẽ,1,1,1,0,0
phòng book villa room phòng rộng_rãi cửa_sổ bước_ra ban_công,0,1,0,0,0
thiết_bị nội_thất phòng_ngủ đầy_đủ,0,0,0,0,1
phòng khách_sạn đạt tiêu_chuẩn 5,0,1,0,0,0
view đẹp lắm,0,0,0,1,0
nhân_viên phục_vụ tốt lắm thức_ăn phong_phú,1,0,1,0,0
khách_sạn tốt toilet vòi rửa bất_tiện buffet ít món_ăn nhàm_chán,0,1,-1,0,-1
khách_sạn kiểu_cổ vật_dụng mọi_thứ cũ thiết_kế tiện_lợi sử_dụng,0,0,0,0,1
nhân_viên thái_độ tồi tiêu_chuẩn 5,-1,0,0,0,0
đồ_ăn ngon,0,0,1,0,0
phòng_ốc ẩm_thấp sàn_nhà không_được vệ_sinh ghế ngồi bọc vải trang_trí hoa tươi,0,-1,0,0,-1
thái_độ phục_vụ phong_cách phục_vụ nhân_viên tương_đối tốt thân_thiện,1,0,0,0,0
thức_ăn ngon nhân_viên spa chuyên_nghiệp giá_cả hợp_lý,1,0,1,1,0
khách_sạn tiện_nghi sang_trọng nhân_viên thân_thiện nhiệt_tình,1,1,0,0,0
hài_lòng 2 đêm nghỉ dưỡng ở_đây ăn_sáng ngon bể_bơi tuyệt_vời phòng_ốc ấm_cúng,0,1,1,0,0
nhân_viên thân_thiện dễ mến,1,0,0,0,0
khách_sạn cảnh_quan đẹp đồ_ăn ngon,0,0,1,1,0
nhân_viên thân_thiện chu_đáo,1,0,0,0,0
ăn_sáng ngon món phù_hợp khách nước_ngoài,0,0,1,0,0
phòng trang_trí phong_cách cổ_điển xưa_cũ,0,1,0,0,0
phòng khung_cảnh đẹp,0,1,0,0,0
nhân_viên phục_vụ nhiệt_tình chu_đáo,1,0,0,0,0
bữa_sáng ngon,0,0,1,0,0
phòng_ốc đầy_đủ tiện_nghi bể_bơi cảm_thấy thích_thú khu resort,0,1,0,1,0
resort phòng_ốc đẹp sang_trọng view đẹp,0,1,0,1,0
buffet chất_lượng nhân_viên niềm_nở vui_vẻ,1,0,1,0,0
tiện_nghi phòng cảm_thấy hài_lòng thật_sự sự_tiện_nghi hiện_đại,1,0,0,0,1
resort đẹp yên_tĩnh thích_hợp nghỉ dưỡng nhân_viên phục_vụ nhiệt_tình,1,0,0,1,0
biệt_thự thật_sự đẹp sự_lột_xác_đáng kinh_ngạc hoàn_toàn vẻ hoang_sơ thực_dân pháp để_lại,0,1,0,1,0
điểm_tâm thật_sự ngon nhân_viên đáng_yêu dịch_vụ tuyệt_vời,1,0,1,0,0
không_gian phòng_ốc dịch_vụ xứng_đáng hàng_đầu đà_lạt thật_sự hài_lòng kỳ_nghỉ tại_nơi,1,1,0,0,0
nằm con_đường_dài hơi thành_phố,0,0,0,-1,0
dãy phòng sạch_sẽ ấm_cúng giường nằm thoải_mái dễ_chịu,0,1,0,0,0
duy_nhất hài_lòng nhân_viên dường_như cố_gắng bán tour khách_sạn giá cắt_cổ,1,0,0,-1,0
nhân_viên tận_tình cảm_ơn cô_ấy cung_cấp đặt tour du_lịch hướng_dẫn_viên kiêm tài_xế chuyến du_lịch,1,0,0,0,0
khu_biệt_thự ấm_cúng trang_bị đầy_đủ,0,1,0,0,1
dịch_vụ mát khu_biệt_thự tuyệt_vời,1,0,0,0,0
phòng_ốc dịch_vụ tốt sử_dụng phục_vụ du_lịch,1,1,0,0,0
đồ_ăn nhà_hàng ngon phục_vụ cả_ăn khuya,1,0,1,0,0
nhân_viên thân_thiện tận_tình,1,0,0,0,0
thích phòng lắm hoàn_tất thủ_tục đặt phòng nhân_viên dễ_thương ở_đây làm_tôi hài_lòng xử_lý chuyên_nghiệp lịch_sự,1,1,0,0,0
căn_phòng rộng_rãi hướng tầm_nhìn vùng ngoại_ô lành yên_bình,0,1,0,1,0
thế_nhưng phòng_tắm hơi kỳ_lạ một_chút,0,0,0,0,-1
nhân_viên thân_thiện tôn_trọng quyền cá_nhân riêng_tư khách_hàng cảm_thấy thoải_mái tự_do,1,0,0,0,0
cảnh_vật ở_đây đẹp đồ_ăn ngon hài_lòng mọi_thứ,0,0,1,1,0
có_lẽ khách_sạn tốt đà_lạt,0,1,0,0,0
khách_sạn muộn nhân_viên chào_đón nhiệt_tình sắp_xếp căn_phòng đẹp lò_sưởi ấm_cúng,1,1,0,0,0
đồ_ăn ngon cảnh_quan đẹp nỗi khó diễn_tả,0,0,1,1,0
ana mandara vị_trí đẹp sang_trọng không_hề phô_trương,0,0,0,1,0
nhân_viên nhiệt_tình chu_đáo,1,0,0,0,0
bữa_sáng lựa_chọn loại món_ăn âu,0,0,1,0,0
phòng_ốc rộng_rãi sạch_sẽ ấm cúng.,0,1,0,0,0
khách_sạn đẹp phong_cách độc_đáo,0,1,0,1,0
căn_phòng trang_trí hài_hòa,0,1,0,0,0
giường nằm thoải_mái cảm_giác cứ_như ở_nhà,0,0,0,0,1
thức_ăn ở_đây ngon nhân_viên thân_thiện tận tình.,1,0,1,0,0
hệ_thống phòng_ốc rộng_rãi khu_vực nghỉ_ngơi khách đảm_bảo yên_tĩnh thông_thoáng,0,1,0,0,0
bữa_sáng ở_đây ngon món_ăn ngon lựa_chọn,0,0,1,0,0
resort vị_trí rộng đẹp cổ_kính phòng_nghỉ đậm phong_cách pháp biệt_thự nằm tách_biệt đồi,0,1,0,1,0
trang_thiết_bị phòng đồ thiết_kế phong_cách thập niên tủ_quần_áo kiểu_cổ tủ tivi công_tắc đèn công_tắc quạt_trần bồn_tắm chi cổ,0,0,0,0,1
quản_gia nhi linh cẩn_thận chu_đáo,1,0,0,0,0
khách_sạn cổ_kính,0,0,0,1,0
nhân_viên phục_vụ nhiệt_tình chu_đáo,1,0,0,0,0
thích món_ăn buffet ở_đây mặc_dù đồ_ăn ngon ngủ khách_sạn yên_tĩnh sự_trải nghiệm vẻ cổ_kính khách_sạn,0,1,1,1,0
khu_biệt_thự nằm đồi xinh_xắn,0,0,0,1,0
phòng_ngủ phòng_tắm rộng phòng_khách riêng_biệt,0,1,0,0,0
trải_nghiệm tuyệt_vời dịch_vụ khách_sạn 5 phòng_ốc thiết_kế kiến_trúc pháp cổ_điển phòng_khoáng,0,1,0,0,0
thái_độ nhân_viên hòa_nhã dễ_thương thoải_mái dễ_chịu liên_hệ,1,0,0,0,0
thông_tin yêu_cầu không_được cung_cấp đầy_đủ cần_thiết nhân_viên nhiệt_tình lắm,1,0,0,0,-1
resort phòng đẹp tưởng_tượng ban_đầu lối kiến_trúc pháp hầu_như giữ_nguyên_vẹn hình_dáng bên_ngoài,0,1,0,0,0
hài_lòng chất_lượng phòng_ốc phong_cách phục_vụ ân_cần chu_đáo toàn_thể nhân_viên ở_đây thức_ăn nhà_hàng nấu ngon thích nghỉ ở_đây mong quay_lại,1,1,1,0,0
hệ_thống villa phòng đẹp sang_trọng phong_cách yên_tĩnh thích_hợp nghỉ dưỡng,0,1,0,1,0
view lãng_mạn phòng_ốc mùi nhân_viên ân_cần chu_đáo,1,-1,0,1,0
ăn_sáng ngon,0,0,1,0,0
phong_cách phục_vụ nhân_viên khách_sạn nhân_viên công_ty chudu24 vui_vẻ nhiệt_tình,1,0,0,0,0
phương_thức phục_vụ khâu phục_vụ phòng nhà_hàng chuyên_nghiệp,1,0,0,0,0
ăn_sáng đơn_điệu đầu_bếp chuyên_nghiệp thức_ăn trình_bày thẩm_mỹ,0,0,-1,0,0
phong_cách phục_vụ tận_tình lịch_sự,1,0,0,0,0
resort đẹp phong_cảnh đậm_nét cổ pháp thoải_mái tại_đây,0,1,0,1,0
bố_cục khuôn_viên khách_sạn phòng_ngủ tinh_tế cảm_giác thoải_mái,0,1,0,0,0
đội_ngũ nhân_viên ana mandara nhiệt_tình chu_đáo phúc vụ khách tối,1,0,0,0,0
dịch_vụ tốt,1,0,0,0,0
thái_độ phục_vụ nhân_viên thân_thiện chuyên_nghiệp,1,0,0,0,0
nhà_hàng nấu tuyệt ngon,0,0,1,0,0
nhà_hàng nấu_ăn ngon thực_đơn phong_phú chọn_lựa món bữa_sáng bữa_tối hợp_khẩu_vị lựa_chọn ăn bên_ngoài,0,0,1,0,0
villa giống ngôi_nhà phòng_khách phòng_ngủ phòng_tắm riêng phòng đọc_sách,0,1,0,0,0
quản_gia villa thân_thiện mỗi_lần yêu_cầu dịch_vụ thứ_gì nhiệt_tình giúp_đỡ,1,0,0,0,0
hài_lòng phục_vụ ana mandara villas dalat resort spa bổ_sung phòng_khách phòng_ngủ hoa xứng_đáng tên thành_phố ngàn_hoa,1,1,0,0,0
khu_vườn xinh_tươi ẩm_thực nhà_hàng chấp_nhận,0,0,1,0,0
nhân_viên niềm_nở thân_thiện,1,0,0,0,0
mọi_thứ ở_đây tuyệt view đẹp thức_uống ne phục_vụ bữa_sáng ngon,1,0,1,1,0
bồn_tắm rộng sạch_sẽ,0,0,0,0,1
chăn_gối thơm,0,0,0,0,1
không_gian yên_tĩnh phòng_ốc thiết_kế đặc_biệt lãng_mạn nhân_viên thân_thiện nhiệt_tình,1,1,0,0,0
khách_sạn nằm khu_vực bờ_hồ_xuân_hương yên_tĩnh phù_hợp phong_cách khách_sạn,0,0,0,1,0
phóng hơi nhỏ bố_trí hợp_lý không_gian mở xanh,0,1,0,0,0
nhân_viên khách_sạn thân_thiện sẵn_sàng cung_cấp thông_tin khách_hàng,1,0,0,0,0
khách_sạn tuyệt_vời,0,1,0,0,0
phòng_ốc rộng_rãi cảm_giác ấm_cúng,0,1,0,1,0
nhân_viên nhiệt_tình vui_vẻ tiếp_tân bảo_vệ quản gian cảm_giác thân_thiện,1,0,0,0,0
bữa_ăn ngon giá_cả hợp_lý,0,0,1,1,0
khu căn_hộ cantavil hoàn_cầu phòng thiết_kế hiện_đại trang_nhã thoải_mái tầm_nhìn quang_cảnh thành_phố phòng trang_bị đầy_đủ tivi tù lạnh tủ quần_áo khu_vực tiếp_khách truyền_hình cáp vệ_tinh màn hình phẳng,0,1,0,1,1
nói_chung mọi_thứ ổn thích dịch_vụ spa tuyệt_vời hồ bơi view sông đẹp,1,0,0,0,0
ăn_sáng hơi ít món ngon,0,0,-1,0,0
nhân_viên anantara hội_an resort nhiệt_tình vui_vẻ,1,0,0,0,0
nhân_viên lễ_tân thân_thiện thức_ăn_ngon,1,0,1,0,0
dịch_vụ spa tuyệt_vời,1,0,0,0,0
dịch_vụ phà biển thú_vị,1,0,0,0,0
giá phòng anantara hội_an resort tiêu_chuẩn 4 phục_vụ ok,1,0,0,1,0
vị_trí anantara hội_an resort nằm phố cổ biển 5km,0,0,0,1,0
phòng khá_tốt trang_thiết_bị hiện_đại,0,1,0,0,1
nhân_viên thân_thiện nhiệt_tình,1,0,0,0,0
đồ_ăn_sáng phong_phú thức_ăn_ngon hợp_khẩu_vị,0,0,1,0,0
vị_trí phố_cổ thuận_tiện tham_quan biển ko bus,0,0,0,1,0
dịch_vụ phòng anantara hội_an resort thiết_bị hiện_đại nhân_viên nhiệt_tình thức_ăn ngon không_biết khẩu_vị mọi_người ngon,1,1,1,0,1
phòng đẹp ấm_cúng view đẹp,0,1,0,0,0
nhân_viên thân_thiện dễ_thương buffet món ngon,1,0,1,0,0
phòng_ốc đẹp sạch_sẽ resort hình_như phục_vụ khách nước_ngoài thực_đơn tiếng_việt,0,1,0,0,0
vị_trí thuận_lợi phút đi_bộ phố_cổ,0,0,0,1,0
nội_thất tạm_ổn trang_thiết_bị thay nhất_là tivi cải_thiện đường truyền internet,0,0,0,0,1
bữa_sáng chấp_nhận bữa_tối resort nấu ngon giá mắc nhà_hàng chất_lượng món_ăn,0,0,1,-1,0
dịch_vụ spa massage chuyên_nghiệp dịp khách_sạn đông khách chờ_đợi rất_lâu,1,0,0,0,-1
nhân_viên tinh_tế phục_vụ du_khách chu_đáo cải_thiện trình_độ tiếng,1,0,0,0,0
căn_hộ cao_cấp galaxy phòng sạch_sẽ tiện_nghi đầy_đủ,0,1,0,0,1
phục_vụ vui_vẻ nhiệt_tình,1,0,0,0,0
căn_hộ cao_cấp galaxy đi_vào hoạt_động 1 phòng_ốc trang_thiết_bị nhân_viên nhiệt_tình giúp_đỡ khách góp_ý dọn phòng hằng tốt làm_khách hài_lòng vị_trí căn_hộ thuận_tiện biển địa_điểm xung_quanh,1,1,0,1,0
phòng hơi cũ thưc ăn_sáng thứ_hai đồ_ăn ngán menu thay_đổi nhân_viên nhiệt_tình lịch_sự extra bed ok lắm nệm_hơi cứng,1,-1,-1,0,-1
khách_sạn vị_trí hồ bơi pool bar flow bar đẹp thoải_mái ăn_uống ngắm biển sát bên_cạnh,0,0,0,1,0
nhân_viên khách_sạn dễ_thương thân_thiện nhiệt_tình,1,0,0,0,0
đồ_ăn nghèo_nàn sự_thay_đổi khách_hàng cảm_thấy nhàm_chán kém hứng_thú,0,0,-1,0,0
dịch_vụ phòng tiện_ích anantara gia_đình hoàn_toàn hài_lòng,1,1,0,0,0
phục_vụ tuyệt_vời đồ_ăn ít món_quà phòng đẹp giường_ngủ tuyệt thoải xử_lý mùi hương đạt tiêu_chuẩn 5,1,1,-1,0,0
resort thiết_kế gần_gũi thiên_nhiên cảnh_quan đẹp không_gian rộng_rãi phòng nghỉ tiện_nghi thích_hợp nghỉ_ngơi thư_giãn,0,1,0,1,0
resort đẹp dịch_vụ spa chuyên_nghiệp nhân_viên nhiệt_tình thân_thiện,1,0,0,0,0
nhìn_chung cơ_sở vật_chất khách_sạn tốt phòng thoáng_mát sạch_sẽ,0,1,0,0,1
ăn_sáng ngon nhân_viên khách_sạn thân_thiện thực_sự hữu_ích,1,0,1,0,0
thức_ăn ngon đa_dạng hấp_dẫn,0,0,1,0,0
phục_vụ nhân_viên tốt,1,0,0,0,0
novela không_chỉ cơ_sở vật_chất hoàn_hảo nhân_viên ở_đây thân_thiện,1,0,0,0,1
căn_phòng thiết_kế đẹp,0,1,0,0,0
bên_trong đầy_đủ tiện_nghi sạch_sẽ thoáng_đãng hiện_đại đặc_biệt phòng_tắm thiết_bị hiện_đại,0,1,0,0,1
nhà_hàng khách_sạn thực_đơn phong_phú sẵn_sàng phục_vụ yêu_cầu riêng khách,1,0,1,0,0
làm_tôi bất_ngờ yêu_thích nhà_hàng sự_nhạy_bén quan_tâm đội_ngũ đầu_bếp nhân_viên phục_vụ chuẩn_bị chồng đĩa thịt_cừu riêng vần_đề chế_biến thịt kiểu hồi_giáo,1,0,1,0,0
dịch_vụ spa khu nghỉ dưỡng đáng thử tay_nghề phương_pháp_trị_liệu hiểu,1,0,0,0,0
nhờ vị_trí tọa lạc thuận_lợi khách nghỉ novela dễ_dàng thăm địa_điểm nổi_tiếng bãi_biển mũi né không_cần bữa_ăn ưng_ý resort nằm nhà_hàng nổi_tiếng địa_phương,0,0,1,1,0
phòng rộng_rãi bảo_quản tốt nhân_viên thân_thiện tiếp_tân cứng_nhắc dịch_vụ không_có hấp_dẫn,-1,1,0,0,0
phòng ốc rộng_rãi thoáng_mát tiện_nghi,0,1,0,0,0
phục_vụ tốt,1,0,0,0,0
thức_ăn ngon,0,0,1,0,0
máy_sấy_tóc xài,0,0,0,0,1
tủ_lạnh hình_như hư lạnh,0,0,0,0,-1
tiện_nghi phục_vụ khách_sạn đầy_đủ ấm_cúng,1,0,0,0,1
thực_đơn phong_phú ngon,0,0,1,0,0
phòng rộng thiết_kế tinh_tế sang_trọng tạo không_gian thoáng đãng đầy_đủ thiết_bị hiện_đại đặc_biệt phòng_tắm thiết_kế lạ_mắt lát_gạch màu_đen trông thật nổi_bật,0,1,0,0,1
thức_ăn thật ngon,0,0,1,0,0
hồ_bơi_rất đẹp sạch_sẽ nhân_viên thân_thiện vả chu_đáo,1,0,0,0,1
khách_sạn tiện_nghi dịch_vụ sang_trọng phù_hợp tiêu_chuẩn 5,1,1,0,0,1
thái_độ phục_vụ nhân_viên tốt,1,0,0,0,0
khách_sạn đẹp sạch_sẽ nhân_viên nhiệt_tình chu_đáo phục_vụ dọn phòng 2 check in out nhanh,1,1,0,0,0
ăn_sáng khách_sạn phong_phú đầu_bếp nấu vừa_miệng,0,0,1,0,0
giá_cả chấp_nhận được dịch_vụ nhân_viên chu_đáo,1,0,0,1,0
khách_sạn đẹp hơi_nhỏ khuôn_viên hạn_chế,0,1,0,-1,0
internet phòng chậm chập_chờn,0,0,0,0,-1
annatara phòng đẹp nhân_viên thân_thiện kì nghỉ thật thoải_mái,1,1,0,0,0
sử_dụng dịch_vụ anantara resort spa cảm_thấy chất_lượng phòng khá_tốt thái_độ phục_vụ nhân_viên niềm_nở,1,1,0,0,0
anantara đẹp dịch_vụ tốt nhân_viên dễ_thương,1,1,0,0,0
nhìn_chung phòng_ốc bình_thường cân_xứng mức_giá khách trả,0,-1,0,1,0
dịch_vụ khách_sạn tốt nhân_viên vui_vẻ thân_thiện,1,0,0,0,0
